timestamp,congestion_level,weather_conditions,road_type,vehicle_type,temperature,humidity,wind_speed,precipitation,population_density
8/1/2022 9:33,0.848431982,Cloudy,Residential,Bus,27.21768026,89.06581144,19.77861285,7.212691577,3792.695833
8/1/2022 9:44,0.841863124,Clear,City Street,Car,34.70877694,36.51999087,8.767184781,1.169696327,9808.25355
8/1/2022 9:55,0.831287034,Cloudy,Highway,Bicycle,23.28602656,44.7182039,7.441604493,3.5761038,1028.016131
8/1/2022 10:00,0.400536154,Cloudy,City Street,Car,32.41606378,74.26980561,4.604026785,0.297305528,6822.899774
8/1/2022 10:27,0.411647015,Cloudy,City Street,Bicycle,31.80011288,50.80299412,1.457225154,4.185988545,571.7089875
8/1/2022 10:54,0.859281382,Cloudy,Residential,Bus,33.0362529,36.40507771,19.54221143,8.207578754,4902.710519
8/1/2022 11:00,0.406656046,Cloudy,City Street,Bus,28.13722478,25.61506045,1.425300311,3.186110665,3493.824646
8/1/2022 11:11,0.435600425,Rainy,Residential,Bus,30.17731127,59.76135984,2.291269732,0.932028918,4318.627154
8/1/2022 11:22,0.197749919,Clear,City Street,Car,22.33517101,58.36133038,9.449517562,0.897541448,3461.708987
8/1/2022 11:33,0.741300471,Cloudy,City Street,Bicycle,15.88579613,58.01580891,11.60805337,0.062662019,3724.323978
8/1/2022 11:44,0.579861991,Cloudy,City Street,Bus,23.33310502,41.87332664,11.73632135,3.889857165,2841.417532
8/1/2022 11:55,0.113420936,Rainy,Residential,Car,25.91487885,30.25298004,12.61516402,0.189838512,5036.193111
8/1/2022 12:00,0.300797406,Rainy,Highway,Bus,19.157973,61.0710952,17.79461823,5.868244999,6970.48143
8/1/2022 12:11,0.17761313,Clear,Residential,Car,29.18245806,54.68105126,13.15648084,5.739062488,7853.338503
8/1/2022 12:22,0.419889935,Cloudy,Highway,Bicycle,30.4241921,49.21028825,15.49842876,6.478929363,982.2323449
8/1/2022 12:33,0.310882774,Clear,Highway,Bicycle,27.71977334,39.42207037,1.99272304,0.999092181,4934.337057
8/1/2022 12:44,0.659153086,Rainy,Residential,Bicycle,30.50917581,35.30803659,14.91856862,2.732655635,5425.34759
8/1/2022 12:55,0.546834416,Clear,Highway,Car,23.08190154,39.39900479,3.560985428,5.40169124,9820.18366
8/1/2022 13:00,0.47082141,Cloudy,Residential,Car,22.60325129,83.73358696,1.965798793,9.705384952,2446.616752
8/1/2022 13:19,0.316532914,Clear,Residential,Bicycle,15.51728957,60.7540172,7.48963698,2.503536323,9218.491971
8/1/2022 13:38,0.177649586,Clear,City Street,Bus,26.94441624,23.0213889,2.333275582,1.144484023,7519.414713
8/1/2022 13:57,0.82269368,Clear,Residential,Bicycle,32.68923558,84.60171299,17.25113219,0.824331515,2614.888388
8/1/2022 14:00,0.43217892,Rainy,Highway,Car,25.65584744,84.73894133,8.348571092,5.809415643,8492.643592
8/1/2022 14:16,0.852891656,Cloudy,Residential,Bus,24.45634481,42.53811541,7.375212561,8.118342132,4191.332197
8/1/2022 14:32,0.641191272,Cloudy,Highway,Car,21.89483733,70.01238287,12.44198765,5.239035897,799.0608721
8/1/2022 14:48,0.88785426,Clear,Residential,Bicycle,21.79243669,55.48814222,0.669302467,2.768978447,6039.687292
8/1/2022 15:00,0.321464753,Cloudy,City Street,Car,18.39321265,39.17254274,18.66599247,6.777451739,3925.133058
8/1/2022 15:21,0.34271387,Rainy,City Street,Bicycle,16.61066443,57.14615815,0.213609905,9.134461995,6601.478363
8/1/2022 15:42,0.22036625,Rainy,Residential,Car,32.53437758,57.67304938,14.5044897,3.395861668,2712.050883
8/1/2022 16:00,0.210253335,Clear,City Street,Bicycle,28.96411655,41.27113683,14.66079382,7.469347471,3859.450088
8/1/2022 16:15,0.708004863,Rainy,City Street,Bicycle,26.44131542,74.67425302,3.352048014,5.73440871,3688.087817
8/1/2022 16:30,0.496239451,Cloudy,City Street,Car,33.54223557,31.08407753,7.106320793,9.01733862,2762.056004
8/1/2022 16:45,0.352861729,Rainy,Highway,Bus,26.09283041,37.27428111,2.745649981,3.418250475,3203.463763
8/1/2022 17:00,0.389544844,Clear,Residential,Car,16.84584159,33.74581629,14.57389368,1.536985958,2148.418219
8/1/2022 17:11,0.511959942,Rainy,Highway,Bicycle,18.39242486,83.14272041,13.92508397,0.557916495,4001.529292
8/1/2022 17:22,0.233243724,Rainy,Highway,Car,23.18110448,42.60974943,13.98706736,7.056429977,4369.688714
8/1/2022 17:33,0.846732941,Rainy,City Street,Car,32.22530144,23.10811156,19.43415387,9.617463959,6959.599011
8/1/2022 17:44,0.470635396,Cloudy,Highway,Bicycle,16.95328965,70.67782466,10.63414438,7.764370012,6914.160577
8/1/2022 17:55,0.284353308,Clear,Residential,Car,17.42706786,67.49752152,16.21452602,2.094750451,5489.710502
8/1/2022 18:00,0.792269398,Cloudy,Highway,Bus,16.12492683,68.48068369,2.911376322,8.771109057,1914.214231
8/1/2022 18:17,0.135735447,Rainy,Residential,Car,28.48600688,73.74934583,10.91146355,0.923159065,2262.80671
8/1/2022 18:34,0.568842798,Cloudy,Residential,Car,15.50227498,72.1064477,7.963285959,7.251915154,4399.842162
8/1/2022 18:51,0.822644895,Clear,Residential,Bus,18.93409503,64.13741121,12.61503883,8.201819888,6662.290564
8/1/2022 19:00,0.560339852,Clear,Highway,Car,24.13605654,35.00160944,17.13238875,5.815024663,9299.442561
8/1/2022 19:14,0.104986758,Clear,Highway,Bus,25.48979998,54.92198518,1.514264487,9.438919088,5862.408192
8/1/2022 19:28,0.569344721,Cloudy,Highway,Bicycle,21.81206247,43.20753068,6.029174269,3.60386261,3028.878628
8/1/2022 19:42,0.843738133,Rainy,Residential,Bicycle,26.21816268,84.12001478,1.54936218,6.751660575,9694.268094
8/1/2022 19:56,0.536240316,Rainy,Highway,Bicycle,18.79689036,55.23368433,4.164877551,9.918367092,4244.561967
8/1/2022 20:00,0.318282853,Cloudy,Residential,Bus,19.90851098,81.4701628,15.1161907,7.349687128,7000.85636
8/1/2022 20:24,0.385105161,Rainy,Highway,Bicycle,29.67015817,84.83368599,6.587013213,0.840926089,6190.520672
8/1/2022 20:48,0.392515217,Rainy,Residential,Car,33.37007597,71.75300034,0.946820892,8.92342194,3206.922343
8/1/2022 21:00,0.355582592,Cloudy,City Street,Bus,24.33781656,36.15276316,16.55885096,3.491152308,3652.003697
8/1/2022 21:14,0.822190318,Clear,Residential,Bus,30.31663033,49.63758214,15.78732493,4.385881241,3883.232836
8/1/2022 21:28,0.221929876,Cloudy,Residential,Car,20.5832207,50.81045329,11.20233409,8.532783582,1491.246807
8/1/2022 21:42,0.420933527,Cloudy,City Street,Bus,23.69303221,35.00551352,19.58786176,2.370976639,2891.726973
8/1/2022 21:56,0.752472029,Rainy,City Street,Car,27.27937286,65.21216082,0.431587936,5.175483149,8068.528574
8/1/2022 22:00,0.715551312,Rainy,City Street,Bicycle,27.26477836,67.92356702,6.01075125,6.074442305,2018.707742
8/1/2022 22:20,0.492524679,Rainy,Residential,Bus,25.56275258,38.92799404,2.508623686,9.628889114,5760.735212
8/1/2022 22:40,0.492064642,Clear,Residential,Car,22.66129395,42.82625261,7.369206168,5.080248743,3170.009103
8/1/2022 23:00,0.540681059,Clear,Residential,Car,33.44934473,61.47480622,10.79556791,8.011864713,1737.644127
8/1/2022 23:24,0.435747692,Clear,City Street,Bus,20.3506501,54.47857536,0.6455396,2.798432668,9449.352593
8/1/2022 23:48,0.431616436,Rainy,City Street,Bus,34.58415852,79.56755882,5.607274919,8.289260746,4530.845545
8/2/2022 0:00,0.60237723,Clear,Highway,Bus,28.90904287,43.65297034,8.92828382,8.533574696,4908.514318
8/2/2022 0:22,0.8413742,Clear,City Street,Car,33.47505902,80.36455572,2.178568288,3.610013851,1377.970367
8/2/2022 0:44,0.589920379,Rainy,Highway,Bus,28.38536412,73.52636404,9.558766338,5.77337495,4529.766456
8/2/2022 1:00,0.870971005,Rainy,City Street,Bicycle,19.32772191,39.39955791,9.786423303,2.520780471,9874.627901
8/2/2022 1:20,0.707156304,Cloudy,Residential,Car,15.54509708,39.68048107,10.66100969,1.344280722,2909.098964
8/2/2022 1:40,0.210014782,Cloudy,City Street,Car,30.63028055,42.97639635,15.43698807,1.424729184,1105.352822
8/2/2022 2:00,0.692605896,Rainy,Highway,Bicycle,33.76511819,76.29929515,19.84701361,2.576335489,5458.109158
8/2/2022 2:13,0.172811595,Cloudy,Highway,Bus,32.37780308,54.0042638,17.64320869,5.50970962,7288.48342
8/2/2022 2:26,0.543322596,Clear,Highway,Bicycle,26.52255121,46.14251362,14.43001735,1.799135884,4449.496566
8/2/2022 2:39,0.436774199,Clear,Highway,Bicycle,26.31035787,77.7148653,15.91643851,3.917061277,6959.513538
8/2/2022 2:52,0.584197226,Cloudy,Residential,Bus,29.85602405,26.76867074,10.19995749,3.911255762,3366.609136
8/2/2022 3:00,0.328891534,Rainy,Residential,Car,32.17266624,82.87766353,12.88151212,4.856885804,4625.15395
8/2/2022 3:21,0.781805147,Rainy,Residential,Bicycle,20.55759489,34.30800305,6.640872245,9.019082057,1653.073962
8/2/2022 3:42,0.304850775,Rainy,Residential,Bicycle,21.98964565,49.06659834,18.98209935,6.863572978,1228.033111
8/2/2022 4:00,0.702326072,Cloudy,Highway,Bicycle,26.34155844,57.75595862,15.65185289,3.3259856,5398.588922
8/2/2022 4:18,0.380418549,Clear,City Street,Car,20.314093,87.00068118,3.593174328,3.497124984,3795.297342
8/2/2022 4:36,0.891376785,Cloudy,Residential,Car,33.19424799,41.75840686,16.43436675,4.992855464,4155.298966
8/2/2022 4:54,0.791413885,Rainy,Highway,Bus,29.14394305,83.27818855,1.884009429,4.974371918,5767.96211
8/2/2022 5:00,0.518066608,Cloudy,City Street,Car,16.13239599,63.35836778,5.751733938,0.877103922,1060.819627
8/2/2022 5:18,0.723460856,Cloudy,Residential,Bicycle,21.82089199,34.63850041,3.361968172,0.674000852,8362.504813
8/2/2022 5:36,0.762280099,Rainy,City Street,Bus,31.62158899,48.00881845,10.17192049,5.870484779,6630.806859
8/2/2022 5:54,0.518160122,Cloudy,Residential,Bicycle,28.71263699,37.69348679,8.047213124,3.17221317,7206.120776
8/2/2022 6:00,0.433887964,Rainy,Highway,Bicycle,33.21406914,35.86700753,6.776419621,0.097764995,3839.703148
8/2/2022 6:24,0.851765578,Rainy,City Street,Bicycle,15.40364953,56.55753803,18.53384936,9.031446524,9056.283214
8/2/2022 6:48,0.622670442,Clear,Residential,Car,17.19859501,64.80016558,15.79171257,2.276452653,3041.038152
8/2/2022 7:00,0.562032586,Rainy,Highway,Bus,27.34497896,57.77499431,7.77422172,4.755789643,2045.315528
8/2/2022 7:21,0.756171066,Clear,Residential,Car,25.50362256,26.65059092,8.924171368,6.040268785,2169.637585
8/2/2022 7:42,0.600673896,Cloudy,Residential,Car,17.14243708,89.24134105,17.3720842,1.862043443,2643.550741
8/2/2022 8:00,0.32543413,Clear,City Street,Bus,18.89687102,20.40559556,6.389544335,7.214586415,5876.738124
8/2/2022 8:25,0.247909747,Cloudy,Residential,Bicycle,30.26970068,30.77411723,3.806038125,4.829353723,8892.674902
8/2/2022 8:50,0.505018922,Cloudy,City Street,Bus,23.42389828,63.81290372,2.502799238,6.141378052,1521.562001
8/2/2022 9:00,0.266877761,Clear,Residential,Car,20.99091279,85.91147971,4.396325754,5.011562008,1156.620784
8/2/2022 9:17,0.634857624,Rainy,Residential,Bus,18.4859525,57.47925118,16.80565618,0.929859818,4155.200496
8/2/2022 9:34,0.123159186,Cloudy,Highway,Bicycle,33.09646225,48.00424267,6.28831974,7.216087286,2915.6779
8/2/2022 9:51,0.235503971,Cloudy,Residential,Bus,18.74326911,58.83638033,16.76510934,2.622722811,1143.58632
8/2/2022 10:00,0.562809476,Rainy,Highway,Bicycle,17.26048425,20.22368926,8.08245676,8.49614703,6955.737486
8/2/2022 10:15,0.28267415,Cloudy,City Street,Bicycle,26.17106814,67.93444754,8.824044926,2.648498296,3884.414108
8/2/2022 10:30,0.259984946,Rainy,Highway,Bicycle,20.94704927,37.47148535,1.68541766,9.244242033,6933.711068
8/2/2022 10:45,0.304648216,Cloudy,Residential,Bus,18.00367019,64.84465851,8.74019104,9.787464294,9923.990314
8/2/2022 11:00,0.637101268,Clear,Residential,Bicycle,17.77467208,86.69984438,1.476425283,4.71011936,7905.191718
8/2/2022 11:20,0.476272373,Clear,Residential,Car,26.64706637,20.38267484,0.622001966,3.148499963,1728.816336
8/2/2022 11:40,0.230461418,Cloudy,Residential,Car,21.24590942,22.21147575,2.133433508,7.246699106,9341.629762
8/2/2022 12:00,0.849769097,Rainy,Residential,Car,17.65959578,37.54085984,15.33792809,3.477736653,1404.650965
8/2/2022 12:16,0.38811765,Clear,Highway,Bus,18.32098035,55.22953748,19.49705605,5.802373316,8219.563214
8/2/2022 12:32,0.224042098,Cloudy,Residential,Car,27.34292024,59.00928839,18.31531021,7.147595182,4356.713612
8/2/2022 12:48,0.608327102,Clear,City Street,Bus,22.49688834,41.61764504,14.57748294,4.069085155,1966.528003
8/2/2022 13:00,0.239209545,Rainy,Residential,Car,24.25835443,69.32838358,17.31539097,8.859392681,5913.524147
8/2/2022 13:12,0.517603052,Clear,Highway,Bus,25.70675497,60.01280008,16.95778943,2.527601156,3448.381288
8/2/2022 13:24,0.551164069,Rainy,Residential,Bicycle,19.12914047,43.88537848,6.779995277,8.444765386,5129.004128
8/2/2022 13:36,0.505272522,Rainy,Highway,Car,34.20278082,61.87335885,14.07505964,2.902563953,1026.006232
8/2/2022 13:48,0.167137793,Clear,Highway,Bus,26.09985635,74.45395707,18.5895924,7.384725416,7618.243275
8/2/2022 14:00,0.881527827,Cloudy,Residential,Bus,15.81479127,31.52593586,17.83310115,8.619992469,7129.965721
8/2/2022 14:25,0.695933562,Rainy,Highway,Bus,29.49100573,55.35752471,13.81366117,2.231394388,9568.707136
8/2/2022 14:50,0.893918139,Rainy,Residential,Car,30.93407767,24.68763803,14.04203555,9.385922427,4260.870562
8/2/2022 15:00,0.688881209,Cloudy,Residential,Bus,30.76942226,89.60298728,15.8196987,3.309816182,9677.994749
8/2/2022 15:21,0.822200693,Cloudy,Highway,Bus,33.38680424,51.08230436,17.50018371,7.335572472,2854.148776
8/2/2022 15:42,0.82126472,Cloudy,Highway,Bicycle,29.55839061,25.63891449,14.1156548,7.784914208,3831.279067
8/2/2022 16:00,0.131082238,Rainy,Residential,Car,33.99293757,29.77575669,13.34580727,0.720354776,6112.091088
8/2/2022 16:13,0.710284386,Rainy,Residential,Bicycle,33.11029838,80.74502179,4.080636904,2.498018661,2887.875339
8/2/2022 16:26,0.698012422,Cloudy,City Street,Car,30.46900182,61.5592199,19.71436999,7.45049673,4977.921202
8/2/2022 16:39,0.597517235,Cloudy,City Street,Car,33.10964975,38.34881309,19.27386612,6.438239641,7960.227526
8/2/2022 16:52,0.776153908,Rainy,Highway,Bus,27.20164894,49.1697962,15.76282347,2.151031326,7881.088933
8/2/2022 17:00,0.553362584,Rainy,City Street,Bus,24.92103836,80.86298773,10.31068513,9.74297601,8698.094733
8/2/2022 17:19,0.753722788,Cloudy,Residential,Bicycle,19.88059047,58.06714176,3.393245219,1.321310405,2507.684286
8/2/2022 17:38,0.311864688,Clear,Highway,Bus,21.23710768,30.85598538,3.581765256,3.290084173,3133.20108
8/2/2022 17:57,0.40535451,Cloudy,Residential,Bicycle,32.61716762,40.417104,1.91670459,3.749763467,6631.865402
8/2/2022 18:00,0.480505305,Clear,Residential,Bicycle,18.83965128,78.06550054,5.888532282,1.609211566,8482.366478
8/2/2022 18:20,0.575930196,Cloudy,City Street,Car,27.47840492,86.778602,16.72087291,1.745395633,967.6483163
8/2/2022 18:40,0.300602432,Cloudy,Residential,Car,20.66725139,72.23322997,11.65642238,6.978607906,7417.079472
8/2/2022 19:00,0.342070405,Clear,Highway,Bus,33.1967776,39.59788929,7.35789048,5.962302603,8903.842611
8/2/2022 19:15,0.768365382,Clear,Residential,Bus,18.63565426,44.83793158,6.791242902,8.425792348,2774.600789
8/2/2022 19:30,0.304595782,Rainy,City Street,Car,22.27542966,68.00501829,0.010699444,4.714299105,8128.22859
8/2/2022 19:45,0.274712496,Clear,Residential,Bicycle,18.78024965,66.83158279,13.49367294,4.906453484,2773.092939
8/2/2022 20:00,0.790293494,Clear,City Street,Bicycle,24.89046525,68.21795402,13.93158618,5.298160507,3701.921639
8/2/2022 20:19,0.424616616,Clear,City Street,Bicycle,33.11709534,43.82256141,5.268722137,0.692546817,3058.499112
8/2/2022 20:38,0.659320013,Clear,Residential,Bicycle,26.39809661,66.05164684,14.22887447,0.795604991,3329.269586
8/2/2022 20:57,0.245419703,Clear,Residential,Bus,32.76356598,73.40886455,12.34686197,9.892591678,2924.708814
8/2/2022 21:00,0.583673169,Cloudy,Highway,Car,25.72088125,27.48310148,2.823225987,6.552088778,5997.957359
8/2/2022 21:23,0.326993232,Rainy,Highway,Car,18.94855108,89.52912064,6.820792501,0.60457031,8470.263254
8/2/2022 21:46,0.798156589,Cloudy,City Street,Car,29.61147679,35.06142397,9.25678632,3.452329803,7917.473213
8/2/2022 22:00,0.436115823,Cloudy,Highway,Bus,25.44930241,45.8319713,12.97959654,1.792140878,2727.820855
8/2/2022 22:27,0.789440356,Cloudy,City Street,Car,34.43809895,65.65268198,0.622783134,0.533780588,6727.959006
8/2/2022 22:54,0.103693854,Clear,City Street,Bicycle,28.15471643,39.934558,18.71848458,0.662026664,7185.576692
8/2/2022 23:00,0.306892846,Rainy,Residential,Bicycle,31.0101494,62.16084299,9.009096393,5.198907097,4892.014885
8/2/2022 23:27,0.828691414,Cloudy,City Street,Bus,30.52342148,76.77878093,19.34001226,4.805091608,2229.725871
8/2/2022 23:54,0.184437849,Clear,City Street,Bus,32.05666198,26.27966252,9.433401899,3.702117946,6963.312495
8/3/2022 0:00,0.477374708,Cloudy,City Street,Bicycle,21.58097617,86.902348,18.82123864,6.738550831,7787.614422
8/3/2022 0:17,0.77984915,Rainy,Residential,Bus,32.73326595,78.6874752,11.63783035,0.379643907,4275.327755
8/3/2022 0:34,0.87336774,Cloudy,Residential,Bicycle,26.07081821,87.38110309,12.06594166,3.964240809,4555.599555
8/3/2022 0:51,0.353727399,Rainy,Residential,Car,27.43453556,53.61935445,16.04668628,6.637594172,6167.338522
8/3/2022 1:00,0.651216804,Clear,Residential,Bus,20.35386372,61.11977813,12.34481362,7.985025092,5860.87517
8/3/2022 1:19,0.600856739,Clear,Residential,Bicycle,33.34008186,27.25455118,6.379231051,0.221415679,8614.679902
8/3/2022 1:38,0.56636896,Rainy,Highway,Bicycle,31.91900448,38.2511886,5.048813762,9.910101237,4143.615127
8/3/2022 1:57,0.658799095,Rainy,Highway,Car,27.08562278,36.65199548,2.927989058,5.099826641,8480.74335
8/3/2022 2:00,0.596093413,Cloudy,City Street,Bicycle,30.12731356,80.00922984,16.14848087,1.955622776,779.7871227
8/3/2022 2:19,0.849734507,Rainy,Residential,Bus,33.52585498,36.79636074,7.433159003,2.996133602,4763.263021
8/3/2022 2:38,0.525819443,Cloudy,Highway,Bus,17.38431294,89.16511989,14.0399993,1.681188332,6557.947516
8/3/2022 2:57,0.525773234,Clear,City Street,Bicycle,27.58362354,60.05862451,4.654260069,0.92252611,3462.299346
8/3/2022 3:00,0.589137427,Rainy,Residential,Bicycle,29.37086561,53.4398336,16.84509302,1.985203137,1627.975207
8/3/2022 3:17,0.675630314,Clear,Highway,Bus,21.91320673,83.96924188,10.35563308,7.926396332,8262.426671
8/3/2022 3:34,0.465855673,Clear,Residential,Bicycle,30.19409459,54.43103794,6.000570913,4.547349861,9364.200607
8/3/2022 3:51,0.200537769,Rainy,City Street,Bicycle,17.44917703,20.70890117,7.162726764,6.439786007,8280.876397
8/3/2022 4:00,0.445847387,Rainy,City Street,Bus,34.15660295,52.38543757,17.20761234,5.879218483,8457.780415
8/3/2022 4:26,0.372632662,Clear,Residential,Bus,23.97994326,62.16423107,15.98046702,8.227880881,9150.075711
8/3/2022 4:52,0.216730003,Clear,City Street,Bus,26.97470559,36.01251601,10.59561016,2.954054255,6456.0453
8/3/2022 5:00,0.307760404,Clear,City Street,Car,31.51609352,63.25796204,8.107784968,9.803454399,2620.969055
8/3/2022 5:23,0.760410866,Clear,Highway,Bicycle,25.18134982,29.53931677,5.631497574,4.388029463,7584.181083
8/3/2022 5:46,0.315904345,Rainy,City Street,Car,24.39301594,89.71711295,10.9734798,8.982696626,4052.107357
8/3/2022 6:00,0.793624758,Rainy,City Street,Bicycle,23.87859072,85.61612871,15.10323904,5.218900488,4655.101395
8/3/2022 6:19,0.520335774,Rainy,Highway,Bus,30.60520003,80.46011955,16.28592588,7.320664173,9336.161758
8/3/2022 6:38,0.571357642,Cloudy,Residential,Car,24.21461438,41.2674302,18.1996511,2.467493034,3169.035149
8/3/2022 6:57,0.351145031,Clear,City Street,Bicycle,27.37186909,59.4448334,15.12100825,2.776080259,4552.554472
8/3/2022 7:00,0.12095039,Cloudy,Residential,Bus,19.06005399,64.75162412,14.98816066,8.587449254,1552.002827
8/3/2022 7:26,0.890938935,Clear,Residential,Bus,34.0733212,39.74932491,19.76415316,6.797949984,7758.576852
8/3/2022 7:52,0.251854427,Clear,Residential,Car,34.23311935,71.77096148,11.63545372,0.269695139,2962.635596
8/3/2022 8:00,0.598101736,Cloudy,Highway,Car,29.07656896,68.29403401,9.708088682,2.528849585,2317.260129
8/3/2022 8:19,0.67995873,Rainy,Highway,Bus,29.72370126,33.43746186,14.72509449,7.213163809,9833.821184
8/3/2022 8:38,0.82778608,Cloudy,Highway,Bicycle,24.73766422,31.03377523,13.70704851,3.969178251,8676.907907
8/3/2022 8:57,0.55148291,Rainy,City Street,Bicycle,15.18093995,45.17200964,3.063177758,4.81482308,2565.63103
8/3/2022 9:00,0.678349585,Cloudy,City Street,Bus,30.97847583,54.97568003,0.604216813,7.731702396,851.0347569
8/3/2022 9:18,0.316297518,Clear,Residential,Bus,23.01238353,88.63240338,2.999171672,0.731137033,799.4618621
8/3/2022 9:36,0.582402383,Cloudy,Residential,Car,18.5611505,68.42970861,19.49742682,1.370572856,3913.524789
8/3/2022 9:54,0.627124366,Cloudy,Residential,Car,30.73729554,54.19328777,6.845084025,2.090459189,8761.203193
8/3/2022 10:00,0.67163843,Rainy,Highway,Bus,30.82601159,47.13619761,13.87246198,1.387568273,3969.673564
8/3/2022 10:28,0.408228675,Rainy,City Street,Car,32.7082033,63.25503734,13.71348321,3.506067219,2001.159281
8/3/2022 10:56,0.520123804,Clear,Residential,Car,24.66183437,34.76946733,8.905703134,6.022042034,5579.149011
8/3/2022 11:00,0.4794867,Rainy,City Street,Car,31.95380527,42.26030066,11.06669316,8.052596165,3919.69218
8/3/2022 11:21,0.444443277,Rainy,Highway,Bus,34.14119219,35.60175705,4.922139178,5.444502574,898.6200208
8/3/2022 11:42,0.390813797,Cloudy,Residential,Car,24.56905731,32.61561293,6.178685829,0.158688457,5823.104744
8/3/2022 12:00,0.196368524,Clear,City Street,Car,21.32781516,75.76805235,7.730162898,1.201408028,8347.538079
8/3/2022 12:18,0.378683103,Clear,City Street,Car,33.91057435,72.86214645,1.177080777,3.664720988,1881.758499
8/3/2022 12:36,0.209453075,Cloudy,City Street,Bus,23.15861553,32.52054424,17.64256321,5.318975467,945.9617837
8/3/2022 12:54,0.599607903,Clear,Highway,Car,26.85401832,81.06592902,4.804011288,5.958592023,3952.160068
8/3/2022 13:00,0.376708283,Clear,Highway,Bus,33.26126189,62.43532053,19.24354841,1.781493062,3620.063252
